SensorID,Temperature,Pressure,Vibration,Humidity,FlowRate,PowerConsumption,RuntimeHours,LastServiceDate,FaultFlag
51,97.41469336,14.23998224,5.135178667,77.33751283,28.4986409,435.1645173,295.4566117,03-01-2023,1
52,80.88628999,26.73678639,9.502792236,58.29893498,33.65176508,387.9307193,1619.304664,03-01-2023,0
53,94.85741003,17.08401902,5.356889705,22.85495094,65.38619049,41.99475069,1646.419884,03-01-2023,0
54,91.06032479,17.93577492,3.941904946,42.05057926,75.94248119,445.1545989,1417.410401,03-01-2023,1
55,65.8214982,34.55402286,8.482031286,60.28846555,75.20313427,235.8835756,262.5244222,03-01-2023,0
56,93.35930998,48.58417993,4.929827105,86.54157762,51.47753157,371.9310724,1334.797249,03-01-2023,0
57,22.52186267,32.16367403,4.719025106,80.13912518,81.27123325,70.01961563,1778.173167,03-01-2023,0
58,31.65854331,8.464076018,4.903124894,35.98489299,44.27073019,335.3597629,851.0632896,03-01-2023,0
59,18.84431956,8.401262623,8.467850019,35.4076881,13.26417596,118.1630088,827.0337088,03-01-2023,1
60,42.65307811,47.81404494,8.319415417,34.0821077,56.87974232,219.1904486,885.7166192,03-01-2023,0
61,48.03756962,18.37808556,4.035199924,84.57492274,95.27783708,8.431435041,164.5437814,03-01-2023,0
62,38.0646677,9.143014374,3.332998599,79.68663072,79.50637149,75.80531897,1784.051138,03-01-2023,0
63,85.44268828,31.95700642,4.91928024,74.24184026,58.29136412,46.04024656,1738.365728,03-01-2023,1
64,,33.06419502,5.727725097,47.491458,65.03376037,119.8720865,1995.818644,03-01-2023,1
65,38.87943332,34.18271691,2.383372106,55.3066493,93.12564068,50.00904501,1170.366283,03-01-2023,0
66,61.12916707,17.03309125,7.939550847,52.50322214,43.40593665,345.9550133,1502.383273,03-01-2023,0
67,26.97855912,5.67998079,4.864827657,37.73786753,33.80801976,14.5199511,405.3438126,03-01-2023,0
68,83.18674336,48.42569163,3.340455484,55.35196323,97.74691494,308.8702503,1335.057636,03-01-2023,1
69,21.33680471,16.29018706,1.06820993,22.13475835,86.48087022,70.35391541,1299.465698,03-01-2023,0
70,98.88538961,35.42118296,2.388451604,29.22672614,32.98131488,472.5807286,1802.417472,03-01-2023,0
71,80.64080539,36.79834414,9.492811718,82.06127173,46.91427914,466.5470366,1661.585446,03-01-2023,1
72,31.89083293,32.45033377,3.050996868,72.61758369,42.09273477,112.7515513,1876.932925,03-01-2023,1
73,15.46937996,19.08083274,1.688592894,49.60078863,15.76047219,307.2106491,1737.666945,04-01-2023,1
74,84.31422142,17.19933142,4.606727917,56.20052536,95.82411306,14.00265974,1737.38779,04-01-2023,0
75,75.08287423,31.89507272,3.070877434,45.89992202,41.02693069,465.8942715,127.4466534,04-01-2023,0
76,76.96560928,43.97430351,0.351592503,71.8545907,87.65757918,261.4936541,1691.923905,04-01-2023,0
77,80.55797947,47.6030178,3.231452173,74.89310255,19.74626654,21.61157571,1214.956789,04-01-2023,1
78,21.2937954,9.765761198,5.441086239,73.42996331,55.23921025,171.2499965,760.8889035,04-01-2023,0
79,45.46958693,,5.51712372,70.58282074,3.372177127,38.42473093,113.0292488,04-01-2023,0
80,24.84887006,47.51313165,3.565589212,34.31530371,76.6578279,196.4722197,1355.34755,04-01-2023,1
81,88.3637912,38.14408528,4.473027563,43.65789855,58.51047593,334.9631711,656.4035011,04-01-2023,1
82,67.98034078,44.73472212,9.655179182,52.88918045,62.93336876,234.944954,935.55253,04-01-2023,0
83,43.12633211,14.11846854,3.773484772,43.1555094,6.120367373,191.8610874,1363.456874,04-01-2023,1
84,20.40245977,31.4413642,2.582268133,72.84581401,21.89279469,59.57852277,1823.549094,04-01-2023,0
85,41.43349735,36.55128175,2.434670441,43.0547467,8.358756363,122.4695228,1650.873831,04-01-2023,0
86,42.64058237,35.60503485,4.577646127,29.67624607,29.60251726,50.07164387,901.1942582,04-01-2023,0
87,77.01652516,23.36682609,7.595201487,47.93283164,63.11646176,403.7493658,775.5663149,04-01-2023,1
88,69.19238507,5.692770126,2.059881842,88.59401029,57.05241245,67.61991399,479.5594777,04-01-2023,0
89,90.41308312,31.23167256,7.092961271,35.81169891,61.60283234,297.6866833,744.8535024,04-01-2023,1
90,55.13826864,16.38956926,0.211498233,62.85110613,55.37587587,171.3702068,222.0927746,04-01-2023,1
91,25.1655109,25.26144108,4.18932978,50.30811349,28.02985077,112.9891923,1942.211017,04-01-2023,1
92,75.62580691,48.09114568,7.758650652,24.97171974,25.20624224,319.7342197,1147.834888,04-01-2023,1
93,79.66672913,22.95658929,3.387329558,54.15136242,14.56890867,228.5011547,255.6116856,04-01-2023,0
94,62.70856179,42.7910723,5.637371014,69.15150301,85.05801662,200.0727336,705.6120185,04-01-2023,1
95,80.5322103,13.48432726,2.049792328,55.92539831,62.0314565,296.4260024,1094.078287,04-01-2023,0
96,56.97262569,35.26072241,7.419953911,81.04742446,19.46459024,245.6338142,1065.771273,04-01-2023,0
97,59.4322905,48.96531295,0.522791033,40.22559117,18.5437286,151.7421043,71.00673744,05-01-2023,0
98,51.34098656,9.585189539,8.525426449,26.03744199,87.43052455,279.5306439,1901.682068,05-01-2023,0
99,17.16062577,5.3743974,1.981963864,85.55959282,74.53035551,334.7492883,550.7513629,05-01-2023,1
100,24.17077129,24.51122567,8.743980317,46.47374447,66.28050891,13.34657929,32.36933786,05-01-2023,1
101,,9.168146737,3.525292413,60.3483886,41.27954665,232.9358645,152.8880179,05-01-2023,0
102,69.09488496,38.67729574,7.226835745,75.44021883,26.93558086,28.84164229,1160.389806,05-01-2023,0
103,41.72025839,46.15468987,3.192252978,42.70195647,97.96562555,93.20270703,275.5710414,05-01-2023,0
104,58.22850875,24.53094377,9.059116712,70.13151767,79.92671793,280.254367,83.44958571,05-01-2023,1
105,92.14315028,16.6420239,1.266371255,29.47931949,30.87614309,,759.2529328,05-01-2023,1
106,36.18983948,,1.785197893,40.3905623,84.90891483,441.4028396,1245.522385,05-01-2023,0
107,49.88254846,37.5551518,4.930301252,30.12974453,76.13426291,34.97200507,223.6796097,05-01-2023,0
108,79.22184678,5.407437271,0.81938439,76.78613909,30.41097444,209.5525431,626.6556643,05-01-2023,0
109,34.44784407,31.52542953,1.959801847,35.58544647,43.22873257,291.5032415,835.5213432,05-01-2023,1
110,21.54329234,32.59812582,9.437663822,70.21824888,19.40939109,73.53495228,318.9201956,05-01-2023,0
111,39.6288735,33.69597111,,86.03088781,11.99419199,382.7161084,1012.147797,05-01-2023,1
112,28.70380942,15.8909936,3.762593293,56.94405463,72.55344125,372.1176292,170.4281738,05-01-2023,1
113,94.02430045,37.13237255,9.23286021,57.80204346,27.48367388,451.6705069,93.03699269,05-01-2023,1
114,83.69023226,9.112616885,5.448246757,52.27234977,82.18587721,4.243006042,1039.670734,05-01-2023,0
115,68.8393193,13.96716514,2.697424659,42.81231004,99.56526244,108.342122,495.7939455,05-01-2023,1
116,89.07415017,44.4861521,7.023987211,53.29585216,8.585361579,413.5933571,190.7476158,05-01-2023,1
117,83.31212654,38.24254178,6.589018066,62.19652726,47.83047738,335.2900254,847.825175,05-01-2023,0
118,30.85845501,5.618549931,9.891253191,89.01941005,80.40419337,447.1949268,1830.281479,05-01-2023,0
119,90.86751487,16.17693172,2.650472874,85.64351915,79.10613876,28.58982727,,,0
120,60.84409056,14.64829173,6.720595027,80.35070708,76.23971867,298.4819829,1631.231831,05-01-2023,1
121,83.63241319,17.18628476,0.52023755,82.2391375,35.55049859,284.5232874,1743.827978,06-01-2023,1
122,91.16776049,16.14018966,1.136460387,52.74944283,45.93147231,17.83720818,1945.255483,06-01-2023,0
123,42.03029537,7.813683308,0.03918375,66.0211029,59.90186738,256.7610385,1526.493147,06-01-2023,1
124,24.35441358,25.65232325,9.994606811,82.65467061,97.42011777,304.7601557,1216.815844,06-01-2023,0
125,34.37448882,37.97300637,8.022736971,47.50655355,33.42717982,95.6465871,,06-01-2023,0
126,51.30416203,32.30292761,7.867230147,87.32337348,92.39124488,136.6647916,363.2864731,06-01-2023,1
127,84.5312551,35.27922509,,49.10502434,27.6663349,320.1736731,1373.319748,06-01-2023,1
128,88.16209958,8.651713034,3.000670829,62.07578658,98.91837208,234.1504738,1989.899972,06-01-2023,1
129,15.5909311,47.81708196,1.512642845,69.68632993,67.356105,429.0068288,934.7173692,06-01-2023,1
130,58.41352072,42.73213252,2.846747388,86.54144092,46.88763656,171.190883,1447.358736,06-01-2023,0
131,50.47993527,41.22906433,3.759712219,37.12313918,61.72565238,133.3298292,990.1849,06-01-2023,0
132,33.87916389,42.03427123,7.56310097,72.22916848,27.98058573,492.4329702,863.8668467,06-01-2023,1
133,25.18855622,46.97197287,5.396617889,56.45709103,28.14321189,455.5678851,820.6112271,06-01-2023,1
134,43.69728957,,0.774836266,38.79899984,12.24189984,14.4963725,1009.249366,06-01-2023,1
135,95.14732483,14.0126908,0.18029009,74.36247879,12.29097947,385.3643077,733.7913237,06-01-2023,0
136,42.47224922,32.75526235,1.023321795,58.65555961,35.41950241,55.16738691,1497.546644,06-01-2023,0
137,59.09720285,38.42966722,4.104987137,66.26816745,76.52269231,13.74259741,1748.544053,06-01-2023,1
138,74.75661151,38.2062827,9.33192917,42.6030748,61.18914559,136.847758,1765.770613,06-01-2023,0
139,45.9085162,28.46520609,6.374024812,53.68917663,11.15587147,134.6729395,455.3974269,06-01-2023,0
140,97.60147703,8.08064237,8.018258999,63.21479757,85.37141597,409.6593812,1791.818277,06-01-2023,0
141,96.80802007,21.70008223,4.663745945,48.343757,60.53539507,355.333623,683.1024637,06-01-2023,0
142,36.40149515,46.43449738,3.616660832,33.88607779,96.1247021,490.8047137,618.615331,06-01-2023,1
143,57.266123,31.30020094,1.084003727,87.31483446,67.34836127,355.7564502,1453.512115,06-01-2023,1
144,40.57465633,29.22493745,8.759330222,55.8027278,18.34231151,209.1277766,609.3926802,06-01-2023,1
145,39.21144202,17.09840815,7.83160029,71.37442592,47.90455287,349.4638305,105.9328112,07-01-2023,1
146,18.13539053,21.5802014,1.681180976,48.77330355,65.20126216,499.7295336,747.2355446,07-01-2023,0
147,66.81296839,45.29057401,5.122605639,44.85922348,3.798205404,355.0709413,1442.931201,07-01-2023,1
148,57.72771697,34.99083714,4.873748079,48.50150089,2.476116151,380.840678,653.9168405,07-01-2023,1
149,19.37569386,40.4324162,6.250915527,48.64376506,13.81089706,469.1825076,1259.118112,07-01-2023,
150,38.68494946,25.44554404,9.46186894,58.09260812,25.91477907,56.82563066,1320.238889,07-01-2023,1
151,92.20260031,33.36112488,5.797714418,58.0428909,43.52536323,352.3921467,1467.472023,07-01-2023,1
152,35.36276071,16.17726239,5.402172668,54.80076711,49.2566069,425.402979,1794.260933,07-01-2023,0
153,27.31606413,36.74573736,0.503229329,29.43500494,14.66473328,477.1893001,865.1289985,07-01-2023,1
154,56.60348462,24.24206002,0.62907476,54.7252835,,105.4846449,332.8641533,07-01-2023,0
155,98.7802886,,1.873467913,31.83727303,60.01766811,251.9645039,637.8514309,07-01-2023,0
156,35.57469808,34.21950461,0.324707717,28.82950504,30.15194579,340.2774238,864.3345103,07-01-2023,0
157,72.13152153,47.13262797,7.433528956,85.28520021,2.35232846,123.7338648,1427.782939,07-01-2023,0
158,79.7376673,7.880285597,7.23330304,62.34650092,8.68714362,300.2364316,26.24425112,07-01-2023,0
159,35.19919124,42.11344568,1.360562344,66.16430407,39.77778278,128.7893912,631.5707669,07-01-2023,0
160,76.89838963,18.15723997,8.360789008,48.12555692,16.24346077,166.7285103,1559.685162,07-01-2023,1
161,46.26156628,24.97637545,1.547860348,83.62866243,38.30514101,220.7593483,1341.715407,07-01-2023,0
162,68.7459956,,3.01175587,64.65513427,63.19007785,264.5950494,1463.479947,07-01-2023,1
163,68.85002541,18.5470735,2.489768992,73.84189087,55.17650536,224.6829358,1623.621539,07-01-2023,0
164,60.54084815,27.61840592,,45.79937283,23.88641243,246.5977599,1566.471438,07-01-2023,0
165,22.67463045,7.527923481,2.546637659,,35.03842663,149.2943781,1364.366332,07-01-2023,0
,86.00071213,27.09930782,4.889509264,77.43229031,61.78908865,79.48254701,879.3230647,07-01-2023,1
167,42.26630552,46.7199783,4.074078814,79.77639241,86.22464778,23.67498866,1967.196658,07-01-2023,0
168,30.85407338,9.742694815,9.865694908,32.05359872,75.56813044,97.98936125,1138.146391,07-01-2023,0
169,18.46588703,39.39983276,0.559263501,38.96742455,55.78660266,290.9718208,405.5384187,08-01-2023,1
170,65.22590017,23.4351974,1.421813764,39.99386198,36.86700683,393.0577239,585.6257102,08-01-2023,0
171,,34.48281715,0.528258939,38.96364563,37.14007648,84.62379872,1387.124912,08-01-2023,0
172,16.40996546,16.71064691,6.25841195,79.87857135,88.06231372,54.27767889,1849.47913,08-01-2023,0
173,58.52790996,12.17715181,0.545092774,22.23193566,4.885114028,,357.4402584,08-01-2023,1
174,34.25214089,12.22081764,8.364397374,25.32699923,98.8102818,152.5791653,164.6929915,08-01-2023,0
175,69.83968718,8.172137554,5.119386307,39.17404094,66.77316567,475.7497196,1763.062096,08-01-2023,0
176,29.82114647,13.35410172,5.270076246,33.99110823,68.43263221,357.1589853,1830.555958,08-01-2023,1
177,73.72970774,34.88987232,5.615945077,36.23017297,4.761785893,163.3780236,,08-01-2023,1
178,47.87250444,44.67607753,1.708137063,75.85602325,60.94739821,144.7713739,754.5714487,08-01-2023,0
179,94.62204904,41.63565585,1.976903031,59.41886157,48.99302795,261.8491931,1320.375995,08-01-2023,0
180,26.68928025,35.83104394,3.188173229,20.40394629,11.47211178,39.57233414,659.8600417,08-01-2023,0
181,43.99063984,9.969433853,5.934964158,50.0525936,28.51427907,58.83825632,1754.317417,08-01-2023,0
182,24.64524931,18.01343508,2.101177759,48.55194488,89.14113117,87.92894066,215.1574054,,1
183,93.59895755,18.94130939,1.163317271,27.97616886,55.44885317,387.3617967,75.96444192,08-01-2023,1
184,89.57384504,16.24806259,9.701168864,67.3299252,41.92824094,256.9286796,416.9724135,08-01-2023,1
185,36.92503836,28.17525469,0.219818148,69.14680319,8.195533428,5.283561387,572.1755564,08-01-2023,0
,71.09864391,29.09992167,8.026974053,70.46252533,71.69803121,336.7582637,225.8531826,08-01-2023,1
187,84.46388702,21.05986888,7.880351496,70.99296619,70.58223152,211.8450893,131.3808587,08-01-2023,1
188,62.19206899,20.92051214,2.972141138,20.00369789,61.79031709,255.4261825,1511.215427,08-01-2023,0
189,60.02029916,42.28500191,1.35626616,86.77445627,51.51600198,107.0581217,328.5531318,08-01-2023,0
190,35.55744473,40.51817817,1.456286467,76.99461369,43.94465582,275.8911142,1827.844398,08-01-2023,0
191,22.91373526,18.85081243,6.974316172,83.27871876,59.73383821,489.5766199,735.9993229,08-01-2023,
192,91.26333943,46.12047997,6.428065911,21.09503067,24.10614972,36.7223455,1341.211619,08-01-2023,0
193,91.53553486,,7.827456743,85.37011571,94.18464735,141.9586998,450.8042295,09-01-2023,0
194,68.81362387,19.70341439,9.374811724,76.68519701,59.29065839,121.4987964,480.645537,09-01-2023,1
195,43.81753224,20.9491227,6.919273633,78.60534001,31.80805199,124.2746554,1149.418406,09-01-2023,0
196,44.68281384,27.7535369,1.558515366,26.53011693,45.51830524,189.3531788,1121.28585,,0
197,76.7062327,47.35043656,2.434426168,71.71446202,80.7627941,409.0548924,1537.458456,09-01-2023,1
198,91.2543721,44.43437449,8.421937309,87.19416827,16.99999001,456.429345,1515.626611,09-01-2023,1
199,90.40234606,9.615558316,2.093060758,67.4983139,29.99072662,101.1075437,1341.375529,09-01-2023,1
200,81.2894214,22.67288345,0.72522317,59.93929832,68.27129425,271.474969,898.2611318,09-01-2023,1
201,69.57268992,29.90170354,7.03280054,86.19407744,32.23343144,318.4494861,1781.280773,09-01-2023,1
202,22.15189702,27.64096126,4.025263555,51.00559852,79.4576665,260.9137372,1245.15698,09-01-2023,0
203,28.7384407,13.72383806,9.200400525,61.95054964,13.91489523,217.0381971,1980.396981,09-01-2023,0
204,91.37710602,43.6467547,6.502550711,53.34368054,76.50593088,95.98775293,1638.739636,09-01-2023,1
205,66.54647007,35.46233523,0.904189778,85.2992355,7.76681977,244.1096796,88.61962248,09-01-2023,1
206,15.78174939,42.70587687,9.478565673,25.32593087,2.246668654,200.6074139,641.1878142,09-01-2023,1
207,23.62508114,43.64439257,2.585572636,55.07837906,89.92412836,397.7816813,1143.751433,09-01-2023,1
208,71.39765037,38.67601341,3.372124904,68.0866709,58.55258248,381.8021796,1442.939076,09-01-2023,0
209,15.43023463,24.76447706,4.022604137,75.43345769,35.83086281,66.9993406,1100.672996,09-01-2023,1
210,28.66868437,32.47460398,0.512242964,60.81130532,24.02686906,44.25952628,1572.260845,09-01-2023,1
211,61.6423721,12.21644328,4.965154222,83.62424209,62.07169254,454.0769716,565.3113055,09-01-2023,0
212,,35.31404379,1.233184911,85.93940128,51.39121617,267.7541945,367.8241025,09-01-2023,0
213,70.41670706,13.06639651,4.009703267,24.50234562,99.16817978,428.9004686,107.8333676,09-01-2023,0
214,34.0628913,36.22773157,3.50709788,48.16593777,98.33838268,29.07556028,1146.627489,09-01-2023,1
215,75.53523381,15.33191723,7.728400834,21.64213152,63.86743205,263.2578083,1377.199041,09-01-2023,1
216,35.16617244,10.28980851,8.031705116,43.05916602,44.8441801,269.7132573,652.2994342,09-01-2023,0
217,42.65897434,12.43780206,1.534128824,57.58077526,49.62295594,430.3510163,1227.16837,10-01-2023,1
218,78.45176944,5.089646085,3.665511874,83.75564514,68.56542756,48.80499911,104.3144617,10-01-2023,
219,70.21879642,37.3432828,3.73353161,79.25880257,11.05587988,120.2227818,198.5866926,10-01-2023,0
220,87.18398989,37.95804721,1.514104439,28.92498087,33.50685531,203.2691569,1403.509545,10-01-2023,0
221,70.89709585,28.17200075,7.984535051,,8.451951859,432.9207377,736.1394104,10-01-2023,0
222,63.30623128,12.26132605,7.072283283,61.24871371,8.262715192,469.4416575,1342.668062,10-01-2023,1
223,22.96235527,8.759945188,1.903817863,57.24825807,20.38808495,496.3623098,1663.442241,10-01-2023,0
224,46.25584326,5.86080349,3.667219086,38.6464349,49.0400722,479.5967432,1705.244875,10-01-2023,1
,37.54220125,12.45866796,1.058050249,82.96171592,78.6926578,2.970877922,344.3352909,10-01-2023,1
226,35.73911969,45.08849907,6.282065971,84.91564866,49.06409323,23.85417073,972.5711447,10-01-2023,1
227,97.70589715,15.86915788,1.213719245,48.18280068,34.21218445,73.80340958,1467.853447,10-01-2023,0
228,48.4133066,20.94220972,9.859341686,82.321179,9.152946043,174.4310484,1547.961193,10-01-2023,0
229,90.82395719,9.740546802,7.806820747,46.8764226,55.4792568,414.9590155,1569.351961,10-01-2023,0
230,68.64678321,15.00625871,3.902385496,71.57717823,27.85559006,446.3280977,456.3346688,10-01-2023,1
231,82.5589608,28.36510569,5.785639323,53.31595523,61.87848361,93.41720315,385.0696354,10-01-2023,0
232,57.72415291,32.34887074,9.113418162,28.58082096,97.74158617,309.8320758,1180.024937,10-01-2023,0
233,64.03683019,16.04085414,5.540992804,84.95539409,12.02011783,458.6809925,1482.171595,10-01-2023,1
234,56.86400397,7.597947165,1.744984864,51.78676154,22.00041447,231.865868,638.2790311,10-01-2023,1
235,31.59565396,22.59647911,3.787033556,71.41409282,47.83635927,51.77178598,209.4103137,10-01-2023,0
236,76.4084298,15.53915169,8.43144865,45.70216701,96.89276772,228.906825,1433.492766,10-01-2023,0
237,38.86565081,14.87992655,6.44213016,21.3216615,77.40916785,187.8974511,599.3956628,10-01-2023,1
238,17.06685715,48.19382612,6.507243843,27.03712511,89.92469012,288.828998,332.7254486,10-01-2023,1
239,69.86514515,32.73352187,8.668214857,54.73536356,34.03777,219.3293422,295.4470568,10-01-2023,1
240,30.05440775,30.05952994,8.939730575,68.297505,99.2118089,8.672963427,629.8190951,10-01-2023,0
241,94.93897967,23.70987966,9.197925718,43.43147286,11.18044879,496.9988667,1185.356132,11-01-2023,0
242,96.08392905,24.302495,0.948491933,68.68419214,6.244317699,271.7701189,716.8044774,11-01-2023,1
243,92.76347317,29.34072517,5.44126002,68.90449126,85.70466008,236.8153777,41.32370319,11-01-2023,0
244,46.46348952,36.33934132,7.405095212,69.27551351,92.79922215,477.3086858,193.8168694,11-01-2023,0
245,16.3138124,36.59657433,7.569268451,54.47652978,,77.93018379,581.0064944,11-01-2023,0
246,93.90707782,12.72622585,6.06716202,84.04203051,12.22931525,94.61880127,1319.408964,,1
247,51.39565261,27.50507384,1.667873352,54.24375626,4.284241618,404.0073745,197.0301469,11-01-2023,0
248,97.16565962,23.53811428,7.974205539,51.51856354,11.3462487,130.41554,1121.313707,11-01-2023,1
249,96.90769805,44.17371348,7.201113335,33.95665733,21.73256186,399.6135531,239.7717416,11-01-2023,0
250,87.50580371,33.41385145,0.861357715,41.53585611,97.03758527,135.7667415,423.2306547,11-01-2023,1
251,40.02815583,28.96268299,4.638098247,22.96341448,67.118162,16.59381511,344.3770551,11-01-2023,1
252,47.73330693,10.1927589,1.739773995,64.34747055,78.07674953,258.5073619,134.4572711,11-01-2023,0
253,87.34661708,32.25370502,3.374770457,37.39750207,77.83780097,98.34321706,1342.659635,11-01-2023,0
254,41.93837044,10.27417576,0.180810922,41.29086781,53.97230123,378.9231465,,11-01-2023,1
255,29.40688347,20.1742959,4.003298684,73.95701652,79.95140879,320.5998166,1662.106882,11-01-2023,1
256,62.32810731,11.42788842,5.498769212,42.90548282,59.98494571,461.801334,197.78168,11-01-2023,0
257,94.5731558,36.14331412,6.195825928,36.95371244,32.14006366,,289.4658667,11-01-2023,1
258,74.16253272,14.28134512,6.634903451,31.83404244,56.54990077,90.38797742,612.9154627,11-01-2023,1
259,63.45519946,22.63367179,8.362913131,74.24008815,53.81735003,400.0791183,1531.731974,11-01-2023,0
260,23.26000197,45.30536499,2.154629073,29.07943806,82.52185232,320.8685224,611.5176463,11-01-2023,
261,67.27561427,14.19423725,1.204818224,51.76276322,98.19099452,334.4758209,816.837415,,0
262,99.15457726,27.85122788,8.515371719,55.48510813,41.69321398,416.131443,603.2071326,11-01-2023,0
263,26.9071413,23.86722475,1.566128149,68.11729389,76.57567717,286.9120346,160.4485836,11-01-2023,1
264,59.05802045,5.815581847,9.747600813,64.32984376,10.8765374,233.0017572,1878.867246,11-01-2023,0
265,89.57671111,40.67411511,8.425382294,76.75044711,77.90630558,318.3205177,1097.077984,12-01-2023,0
266,77.96533251,8.107065784,5.008766059,23.13260037,37.77027429,148.9787145,1575.666376,12-01-2023,0
